u,g,r,i,z,redshift,class,snr_r,extinction_r
22.97375,22.64179,22.69586,21.78383,21.65147,0.8283184,GALAXY,0.8465508,0.04681531
24.0324,23.41384,22.47115,22.67891,21.40551,0.7583175,GALAXY,0.90984,0.04707756
25.96504,23.54588,21.42199,20.38885,19.47768,0.831177,GALAXY,1.125455,0.04390316
23.15906,22.19502,21.20974,21.3319,20.97251,0.888862,GALAXY,0.4098498,0.04229169
23.52283,22.65874,22.31996,21.28085,21.0505,0.8863265,GALAXY,0.724556,0.04005315
23.25539,23.08762,22.08734,21.80735,21.51863,0.8042813,GALAXY,0.5678915,0.03899072
22.98671,22.96844,22.30634,21.8671,22.18947,0.04123846,GALAXY,0.4524058,0.03947428
22.94241,23.29993,22.79704,21.62532,21.01788,0.8533685,GALAXY,0.5893777,0.03991015
23.66933,22.49298,21.35713,20.88157,20.18805,0.8582762,GALAXY,0.6323077,0.04020962
23.77544,23.2243,22.52013,21.78785,22.17651,1.051808,GALAXY,0.4412947,0.0414908
22.73694,22.19223,21.39832,20.57701,20.04755,0.81307,GALAXY,1.09125,0.04061267
22.81503,22.27304,21.83809,20.8935,20.74239,0.8620133,GALAXY,0.9467668,0.03776716
23.88303,22.72054,22.34402,21.29266,20.58814,0.8172536,GALAXY,0.5132939,0.04237401
22.91765,22.57058,22.16869,21.13732,20.4863,0.8301557,GALAXY,0.6741779,0.04598818
23.53122,22.98944,22.51379,21.51083,21.54516,0.8194458,GALAXY,0.6754726,0.04390629
22.60342,22.22374,21.65349,20.97039,20.52382,0.7517164,GALAXY,1.222283,0.04443378
23.14904,22.5747,22.53569,21.94458,21.36128,0.7515116,GALAXY,0.4727176,0.04010671
23.26002,22.98983,22.48659,21.85201,21.41716,0.7552699,GALAXY,0.546822,0.04521742
23.93807,22.31765,20.55475,19.5361,19.11307,0.6298779,GALAXY,2.782976,0.08849145
23.85892,21.98982,20.36068,19.3556,18.88897,0.5830949,GALAXY,3.141661,0.09472168
21.84716,21.85824,20.82107,19.87908,19.56787,0.6249904,GALAXY,2.911607,0.09505193
26.26007,22.32671,20.35651,19.47752,19.15391,0.4467772,GALAXY,5.059137,0.08191795
23.68674,21.58193,20.29625,19.23041,18.6677,0.6124662,GALAXY,2.464538,0.083809
23.89008,22.71859,21.06245,19.88151,19.46033,0.6202062,GALAXY,2.155102,0.08382022
22.82804,21.1756,19.44208,18.62976,18.2357,0.4716868,GALAXY,5.930117,0.08419179
24.28254,21.94892,20.20407,19.384,18.93813,0.4254688,GALAXY,3.652355,0.0723152
22.29362,20.56745,18.90413,18.27512,17.82771,0.3145043,GALAXY,8.767097,0.07081482
21.93797,21.27905,20.21809,19.40775,18.9738,0.5754417,GALAXY,3.092392,0.07313409
24.30446,21.89431,21.73647,21.64198,21.90239,2.919678,QSO,0.893854,0.08841338
22.48639,22.04315,20.45125,19.28356,18.70915,0.5749373,GALAXY,3.046739,0.08342885
20.85705,19.96015,19.64289,19.54791,19.28539,2.501337,QSO,7.913696,0.08786084
22.06848,21.51309,19.68516,18.94213,18.43604,0.4666987,GALAXY,3.62622,0.08746927
24.85052,22.95693,21.31537,20.11797,19.64644,0.6508424,GALAXY,1.638754,0.08337679
24.81242,22.00871,20.49441,19.62275,19.06864,0.5096282,GALAXY,2.959557,0.08395318
23.42188,21.47172,21.29312,21.36666,20.89389,2.785797,QSO,1.751277,0.09216432
23.10729,21.65432,20.56644,19.78383,19.47975,0.6988392,GALAXY,2.736911,0.07823312
22.49125,22.2443,21.696,20.67168,20.26405,0.7624487,GALAXY,1.113038,0.04068975
22.90293,22.77076,22.59296,21.87706,20.97038,0.8314443,GALAXY,0.6101929,0.04200364
22.62514,22.34163,21.52596,21.37783,20.5464,1.301555,GALAXY,0.98988,0.04436238
24.37852,22.52901,21.89611,21.30995,20.54332,1.093474,GALAXY,0.9152135,0.0371718
18.8501,17.95538,17.62989,17.47294,17.40988,0.0001175515,STAR,24.92717,0.03976113
22.0995,22.09587,21.74944,21.1671,21.06494,0.9687212,GALAXY,1.003495,0.03839497
23.06728,23.08268,22.06939,21.59213,21.06768,0.9657199,GALAXY,0.614203,0.04271373
22.28046,22.32124,21.73762,21.37443,21.56276,0.8539711,GALAXY,0.4123849,0.04301931
25.43769,22.10707,21.63473,20.52034,20.77542,0.8896702,GALAXY,0.3651586,0.04521125
23.68715,22.79932,22.12814,21.45012,21.20812,0.8170822,GALAXY,0.716775,0.04169666
23.13361,22.9115,22.69372,21.16245,21.07511,0.8167607,GALAXY,0.3054786,0.04079846
26.11975,21.92269,21.55846,21.49486,21.56036,0.6439055,GALAXY,1.610289,0.08511689
24.39359,20.50875,18.85963,18.23945,17.84205,0.2877035,GALAXY,12.83821,0.08878262
25.27615,23.05346,20.66637,19.7355,19.27863,0.4942841,GALAXY,3.051314,0.08857281
23.31668,22.67962,20.85839,19.78696,19.36414,0.5774247,GALAXY,2.877699,0.08933412
23.08071,21.90005,20.44681,19.31004,18.82649,0.6082151,GALAXY,2.348106,0.088714
25.6416,22.55203,20.9365,19.84587,19.1987,0.5370845,GALAXY,2.259682,0.08382047
21.95973,20.17922,18.52701,17.93888,17.55011,0.3165261,GALAXY,13.78269,0.08831588
24.66013,22.7107,21.01756,19.94435,19.39863,0.5379518,GALAXY,2.248002,0.08560874
22.77133,21.28888,19.66258,18.84503,18.41174,0.5549839,GALAXY,4.176364,0.08637527
25.49253,23.04659,21.1518,19.98203,19.66165,0.5718725,GALAXY,2.384325,0.07891253
26.06521,21.83341,20.64299,19.68524,19.35646,0.5932624,GALAXY,2.524851,0.07855721
26.32465,22.09798,20.49638,19.67958,19.21488,0.4417529,GALAXY,3.966956,0.07530211
25.30782,21.66183,20.1518,19.37928,18.86125,0.4415403,GALAXY,5.042557,0.07482401
23.1544,22.55871,20.74362,19.46609,18.99111,0.577062,GALAXY,2.234265,0.08038975
19.82298,17.78815,16.69555,16.26702,15.92737,0.1410253,GALAXY,28.45857,0.01561366
19.0882,17.92543,17.42096,17.14808,17.01693,0.06181706,GALAXY,11.16412,0.01673614
18.27825,16.56671,15.70703,15.29005,14.95317,0.08754458,GALAXY,32.58697,0.01746475
15.81015,14.45786,13.79943,13.48426,13.25042,0.02564044,GALAXY,48.22525,0.02011756
23.28226,22.2841,20.63658,19.64351,19.29499,0.5238842,GALAXY,2.346642,0.05523929
23.23792,21.84496,19.98329,18.94366,18.50024,0.5260801,GALAXY,3.798909,0.0561269
23.21291,22.20863,20.11055,19.19456,18.8087,0.5225585,GALAXY,3.474631,0.05701037
25.25665,22.38351,20.91728,19.97876,19.78369,0.5021235,GALAXY,2.738972,0.0567606
25.3493,21.57613,20.19926,19.36494,18.85349,0.4894789,GALAXY,3.353065,0.05447451
26.97841,21.92343,20.45054,19.38579,18.94908,0.5291836,GALAXY,2.315474,0.05113873
23.72691,21.95994,20.24079,19.3706,18.87604,0.4857803,GALAXY,2.849744,0.05383116
24.56215,21.95715,20.25682,19.34807,19.05455,0.5019086,GALAXY,2.424535,0.04860828
24.23958,23.17109,21.1122,19.95851,19.29052,0.7430698,GALAXY,1.25839,0.04949385
24.39744,22.49381,20.91214,19.72807,19.17161,0.5697054,GALAXY,1.842081,0.0562834
21.47834,21.06497,20.28284,19.93251,20.55466,0.7346756,GALAXY,0.685007,0.04372195
23.30944,22.9945,21.59315,21.08634,22.06012,0.5971203,GALAXY,0.1916653,0.04279191
21.87853,22.1073,21.40807,22.27924,22.42686,1.303799,GALAXY,0.328475,0.0428671
22.6896,17.15269,18.51686,28.22828,18.47465,0.8131943,GALAXY,0.3630196,0.04520336
21.94951,21.54511,20.92004,21.12922,20.28414,1.236158,GALAXY,0.5203962,0.04656871
23.10654,21.84485,22.18746,20.58753,23.66594,0.8137006,GALAXY,0.3558254,0.04357064
23.88403,23.19097,22.31926,22.20438,21.81391,0.2874936,GALAXY,0.5365064,0.04221947
23.0143,23.07299,22.41954,22.05286,21.63541,0.880219,GALAXY,0.5417045,0.03878181
20.31933,19.2926,18.67004,18.35891,18.25471,0.1928073,GALAXY,8.095456,0.09026418
22.76558,21.57714,21.17121,21.21275,20.8732,0.703355,GALAXY,2.624602,0.01570643
23.75685,22.43922,20.82918,19.71091,19.51437,0.6101842,GALAXY,1.382893,0.04128523
23.12427,24.08526,21.84998,20.69546,19.95323,0.7449673,GALAXY,0.8134281,0.0539584
22.69162,20.55223,19.32463,18.84978,18.50408,0.1899747,GALAXY,9.051668,0.04690489
23.39198,20.20658,19.00531,18.52915,18.25441,0.1726494,GALAXY,11.55708,0.05090222
22.25558,20.84251,19.64674,19.13824,18.78377,0.3013755,GALAXY,6.993711,0.05035793
23.21884,23.59981,21.93413,20.68521,20.15831,0.6592049,GALAXY,0.6739646,0.02288941
23.47343,21.7622,20.50862,19.7836,19.31859,0.3265185,GALAXY,2.644869,0.03990266
21.89011,21.25639,19.81636,19.07541,18.61081,0.3811739,GALAXY,2.591852,0.04108773
22.56488,22.33969,20.44502,19.51638,19.16466,0.4924391,GALAXY,2.630223,0.05074704
23.4642,21.76554,20.28855,19.25724,18.96365,0.4925241,GALAXY,2.729609,0.03717028
24.12289,23.12536,20.53096,19.6365,19.18083,0.3454665,GALAXY,3.819757,0.04121261
25.8863,22.72493,20.95372,20.05306,19.66904,0.5165119,GALAXY,2.519879,0.01698167
22.5356,24.03704,20.91044,19.78416,19.35622,0.5959206,GALAXY,1.746695,0.01629202
26.55889,22.53764,20.66771,19.80424,19.39483,0.4983754,GALAXY,2.380171,0.01673158
22.73284,22.5058,20.86368,19.6746,19.08636,0.7454751,GALAXY,2.379382,0.02808578
23.75064,21.51467,19.89449,19.05123,18.55471,0.4598669,GALAXY,4.438244,0.06996205
23.82252,22.06659,20.71329,19.45839,19.05668,0.5916199,GALAXY,1.699736,0.06547154
22.14924,21.7504,20.88739,20.55746,20.26805,0.4838017,GALAXY,4.071644,0.06383887
22.80751,21.32859,19.71317,18.69382,18.20479,0.512912,GALAXY,3.762486,0.07062109
24.43713,21.76666,20.24753,19.33459,18.8313,0.5092621,GALAXY,3.281557,0.05123301
19.75864,18.6072,17.90971,17.47844,17.20978,0.1394277,GALAXY,15.5415,0.08334423
19.85378,18.68247,18.29063,18.07677,17.95594,0.02413198,GALAXY,4.786879,0.08632976
19.57159,18.77815,18.3464,18.38227,18.25113,0.009108003,GALAXY,2.492021,0.08047868
18.96234,16.78211,15.84588,15.51026,15.3226,4.576779e-05,STAR,57.25421,0.08479092
20.17572,19.19761,18.5526,18.16073,17.99545,0.1840882,GALAXY,13.02875,0.08170981
23.63588,21.64259,20.17456,19.18156,18.69154,0.0001096696,STAR,4.009475,0.08369279
23.5257,21.27957,19.61118,19.01628,18.69676,0.3574886,GALAXY,4.944408,0.08236237
21.54885,19.27764,18.39895,17.7657,17.8321,0.0002018954,STAR,17.64846,0.08739807
20.07172,19.1188,18.603,18.24379,17.98878,0.1920825,GALAXY,6.863105,0.092731
20.32379,19.08331,18.6927,18.36609,18.39803,0.07293755,GALAXY,6.234466,0.09840975
17.90661,16.13795,15.45731,15.72775,15.13104,6.744597e-05,STAR,59.08633,0.09238049
20.76479,18.28899,17.11655,16.63874,16.34757,0.0001440071,STAR,38.46241,0.09395633
20.34788,19.06416,18.52226,18.20137,18.08529,0.1384576,GALAXY,6.312846,0.09287465
20.19949,19.23657,18.44382,18.10889,17.98246,0.1997354,GALAXY,6.4831,0.09271844
20.23809,18.85256,18.15636,17.806,17.58355,0.166014,GALAXY,8.225426,0.09399255
20.05756,17.60962,16.16903,15.25036,14.75669,5.040811e-05,STAR,53.46284,0.0844695
20.52408,20.43179,20.39211,20.46706,20.30501,0.9424971,QSO,3.177653,0.08056226
21.14631,20.3304,21.31021,20.67541,20.43844,0.02499579,GALAXY,4.96514,0.08648422
20.42553,18.99669,18.26232,17.85241,17.56922,0.1193712,GALAXY,9.682281,0.08736639
22.95545,20.78547,19.325,18.56203,18.10114,2.875112e-05,STAR,8.286461,0.09267305
20.29543,19.82761,19.48661,19.35944,19.52881,0.1355889,GALAXY,4.590639,0.09024691
20.93347,19.70006,19.46829,19.22806,19.03729,0.07322846,GALAXY,2.411749,0.09384268
23.48697,21.85132,20.34424,18.82317,18.01156,1.518554e-05,STAR,2.985592,0.09053846
24.24924,21.55767,20.26155,18.95932,18.30376,7.657779e-05,STAR,3.066888,0.0929081
19.42012,19.14093,19.01477,18.75593,18.72016,1.615715,QSO,14.55366,0.05152689
23.58265,22.82649,22.17096,21.51221,22.02466,0.9300948,GALAXY,0.9997177,0.05111906
22.73472,23.47116,22.35099,21.34204,20.91438,0.8069663,GALAXY,0.6411826,0.04656197
22.60101,21.97993,21.64837,20.71933,20.11374,0.7274327,GALAXY,1.068235,0.04697322
22.49543,22.4116,22.2622,21.32134,21.09121,0.8428133,GALAXY,0.8140624,0.04480055
23.88844,22.92347,22.1815,21.5341,20.93791,0.7746227,GALAXY,0.7165093,0.04527231
19.32705,19.31272,19.00325,19.01064,19.07468,1.218359,QSO,11.92494,0.04521386
22.87982,22.4387,21.88733,21.26002,20.67723,1.035959,GALAXY,0.972688,0.04503291
22.67772,22.85582,22.0292,21.51797,21.10729,0.850195,GALAXY,0.8081061,0.04429466
24.22887,22.3654,21.56279,20.74183,20.16797,0.8148771,GALAXY,1.041868,0.04501969
22.32073,22.72265,21.87328,21.19459,20.59338,0.8134525,GALAXY,0.8088669,0.04444262
22.509,22.13289,21.55317,20.78538,20.45529,2.416004,QSO,0.9610269,0.04444873
23.57498,22.8151,22.20976,21.82914,21.629,0.7719722,GALAXY,0.7659464,0.04883078
22.93177,22.89441,22.49291,22.07674,21.42696,0.9630899,GALAXY,0.7590268,0.04674993
25.80416,22.20498,21.71796,21.23663,21.18895,0.9341096,GALAXY,0.597045,0.0403719
22.13479,22.28053,21.65094,21.34809,20.71948,0.8440546,GALAXY,0.7068487,0.04327959
22.74576,23.25289,22.53632,21.62795,20.87958,0.7177519,GALAXY,0.8231415,0.04080335
22.2419,23.30719,22.12324,22.77137,21.7419,1.13534,GALAXY,0.3421895,0.04905418
21.91595,21.08216,20.38149,19.56344,18.99758,0.7862456,GALAXY,1.472741,0.04429131
21.62939,22.45702,21.90404,20.8769,21.80858,0.7628458,GALAXY,0.7692868,0.04660745
23.82211,22.36624,22.15575,21.58071,23.3996,0.9873998,GALAXY,0.9137448,0.04480498
22.96465,22.36823,22.06971,21.5988,21.31056,0.8751447,GALAXY,0.9996868,0.04671843
22.98727,22.4391,21.81725,21.26068,20.42838,1.081908,GALAXY,1.451761,0.04573273
22.87692,22.45832,21.72136,21.23907,21.99871,0.7649918,GALAXY,0.6320851,0.04544755
26.39951,22.40789,22.21302,21.33585,22.45993,0.9202929,GALAXY,0.6309101,0.04450226
24.83482,23.21213,23.07054,22.61346,21.1809,0.3684576,GALAXY,0.7393038,0.04255581
23.02306,22.52102,21.73137,21.05477,20.74695,0.8028972,GALAXY,0.811463,0.04151406
24.43332,22.52977,22.08361,21.47695,21.59708,0.8594491,GALAXY,1.064227,0.04362851
23.37634,22.44698,21.57985,21.74378,21.74214,0.8044234,GALAXY,0.6107791,0.04112251
24.21285,22.84771,22.34106,21.83689,22.41038,0.2053954,GALAXY,0.7849338,0.04313404
25.99139,22.40009,22.13653,21.53411,21.85248,0.7603206,GALAXY,0.9143674,0.04590278
19.157,18.91433,18.85568,18.6836,18.81788,1.734594,QSO,18.06816,0.05274128
18.61553,17.6255,17.30682,17.18006,17.18388,0.0003524616,STAR,34.09065,0.05134286
19.30893,19.26081,18.93405,18.82479,18.88393,1.260337,QSO,10.79441,0.05052192
22.032,22.46008,22.45226,22.30289,20.81031,0.7653018,GALAXY,0.3962252,0.05308858
23.5106,22.68194,22.75531,21.32038,20.86253,0.8187633,GALAXY,0.8151087,0.05135583
24.01041,22.67604,22.93951,22.77154,21.27675,0.897695,GALAXY,0.6882228,0.05013401
22.60038,22.28948,21.8526,21.32387,21.0731,0.6722445,GALAXY,0.4774365,0.05148226
23.17363,23.60352,22.6947,21.7563,21.51075,0.8107983,GALAXY,0.6560361,0.04276197
26.35322,23.96971,21.59523,21.29162,20.84991,4.435421,QSO,1.378114,0.03920239
25.85847,22.28653,20.55358,19.76797,19.44031,0.4060272,GALAXY,3.717094,0.0426312
22.74101,21.95976,21.54098,20.94092,20.87141,0.7381341,QSO,1.960322,0.04297353
25.99532,22.55777,20.96665,19.76042,19.23039,0.5416622,GALAXY,2.26089,0.04342614
22.34016,22.16776,20.89138,19.82714,19.2884,0.5625936,GALAXY,2.289983,0.03940131
23.2506,22.34601,20.65417,19.4558,18.99104,0.5957711,GALAXY,3.035865,0.03720883
22.51048,21.51144,21.56378,21.21507,21.00979,2.192529,QSO,1.378508,0.03672828
22.93186,21.40558,21.2132,21.2229,21.24935,1.271701,QSO,2.004935,0.03622922
23.00919,22.32071,20.29816,19.12695,18.66333,0.6027989,GALAXY,3.374292,0.03736185
22.80926,22.42858,20.88714,19.7252,19.28378,0.6658705,GALAXY,1.816406,0.03827823
22.86295,20.93509,19.20464,18.57052,18.12524,0.3965634,GALAXY,7.063013,0.03793017
26.07043,22.75584,20.97917,19.85392,19.46497,0.619527,GALAXY,2.189027,0.03817661
23.86759,22.37175,20.34843,19.04812,18.41391,0.6011563,GALAXY,2.677321,0.039067
26.59885,22.44908,20.20436,19.14066,18.43867,0.6405606,GALAXY,1.55237,0.03579587
24.28201,21.05999,19.20049,18.55652,18.13303,0.3336864,GALAXY,10.47257,0.03817089
22.32391,22.10021,20.30555,19.40506,19.05357,0.5288371,GALAXY,3.048049,0.03866922
22.41992,21.77487,21.695,21.70081,20.9676,0.7338649,QSO,2.269889,0.03875482
24.13411,22.19014,20.65062,19.62265,19.31462,0.5113359,GALAXY,3.599305,0.03892005
23.44327,22.33878,20.8977,19.87642,19.24491,0.6378288,GALAXY,1.942418,0.04866229
24.00629,21.35356,19.77813,18.99613,18.53317,0.4246878,GALAXY,4.137127,0.06321297
21.98054,20.51577,19.97868,19.19701,19.56789,0.1099279,GALAXY,3.655742,0.06761366
23.57928,22.39353,20.75941,19.38688,18.83513,0.6846169,GALAXY,1.682442,0.06827594
24.62053,21.23776,19.98522,19.11623,18.48945,0.5868446,GALAXY,1.642815,0.06579176
21.80492,21.41002,21.28118,21.28133,21.00787,3.89336e-05,STAR,1.498956,0.06399129
22.68366,21.07556,20.06836,19.3516,19.01523,0.5291843,GALAXY,3.803759,0.06670269
24.16783,22.88048,21.19347,20.16297,19.61006,0.5279117,GALAXY,2.522085,0.06967396
24.43977,22.06713,20.42087,19.38821,18.9039,0.5272676,GALAXY,2.993973,0.06563193
22.55359,21.82729,20.16895,19.26838,18.93456,0.5291179,GALAXY,3.080823,0.03536677
21.83361,19.65396,18.15389,17.57078,17.22859,0.2700194,GALAXY,11.94112,0.03797154
22.01737,21.21647,19.89694,19.09558,18.62893,0.5282294,GALAXY,4.162317,0.03670376
24.94832,21.78355,21.47533,21.24392,20.82377,0.0004606527,STAR,2.230912,0.03657815
23.80476,21.36747,19.75185,18.75401,18.36139,0.5152512,GALAXY,3.613863,0.03810601
22.80521,19.71962,18.19571,17.61978,17.18338,0.2538579,GALAXY,10.17015,0.04472617
21.01674,20.35686,20.25727,20.22592,20.20539,2.741608,QSO,4.796115,0.04179608
22.86883,22.02753,20.2646,19.32102,18.78944,0.5155898,GALAXY,3.510776,0.04289172
25.00649,22.18135,20.63359,19.63124,19.13552,0.6004786,GALAXY,2.234943,0.04315391
24.81575,22.83498,20.82496,19.75174,19.34924,0.5284916,GALAXY,2.985721,0.04525649
21.79163,20.7541,18.99713,18.40151,17.93995,0.3425237,GALAXY,9.346018,0.05922804
19.57841,17.59927,16.59667,16.16266,15.82637,0.1075975,GALAXY,30.06907,0.06232194
26.13008,22.60199,20.69711,19.67748,19.30948,0.5408507,GALAXY,2.764748,0.0698749
23.1314,22.27382,20.78383,19.86812,19.51196,0.4629226,GALAXY,2.699098,0.07274452
22.81876,21.92658,20.18267,19.28733,18.85969,0.4985391,GALAXY,3.535634,0.07752429
23.00058,22.59551,21.10688,19.91811,19.23312,0.0003085689,STAR,2.220823,0.07881742
19.98569,19.16152,18.85056,18.77293,18.81306,0.0001278787,STAR,15.77812,0.04341087
23.81216,21.37326,19.57693,18.5468,18.19604,0.5500168,GALAXY,3.677431,0.04395849
25.0914,21.33281,20.1199,19.91707,19.85567,3.644485,QSO,5.752069,0.04656857
23.03372,21.50119,19.87053,18.75136,18.19043,0.2030061,GALAXY,12.66038,0.05393182
22.13806,21.0995,20.15458,19.28585,18.93937,0.6590977,GALAXY,3.526314,0.04978997
22.51074,22.02617,21.09144,19.96449,19.54834,0.7648029,GALAXY,1.924197,0.05546508
23.60569,21.81948,20.41451,19.38909,19.04709,0.6493089,GALAXY,1.433908,0.05314309
23.45913,21.55907,19.83802,18.82931,18.47974,0.5241421,GALAXY,4.530954,0.0511525
20.06857,19.18745,18.88578,18.79031,18.74011,0.00021023,STAR,15.82546,0.07296911
23.1097,21.44778,19.81356,18.94111,18.43514,0.5062205,GALAXY,4.303389,0.07505105
24.44091,21.79079,20.15875,19.31602,18.85655,0.4630825,GALAXY,3.787416,0.02595432
24.2586,21.97924,20.65484,19.7465,19.28585,0.434023,GALAXY,3.24242,0.03174704
24.28284,21.89629,20.39047,19.56618,19.20729,0.5417329,GALAXY,2.780871,0.06724184
21.45865,21.48145,20.44414,19.65505,19.01772,0.5226762,GALAXY,2.353099,0.07161665
26.87184,19.98896,18.44035,17.84035,17.46995,0.3178975,GALAXY,7.005767,0.06796424
22.6803,21.58762,20.33265,19.51818,19.05639,0.6422839,GALAXY,1.817856,0.04692851
24.21702,22.86105,20.84277,19.8225,19.26442,0.6469902,GALAXY,1.741101,0.04531562
26.99067,22.04118,20.466,19.469,18.90379,0.6338061,GALAXY,1.735476,0.04693778
24.75876,20.36538,18.69145,18.11621,17.76999,0.3578313,GALAXY,10.70677,0.04833661
22.67555,20.42273,18.82269,18.21881,17.77732,0.3575596,GALAXY,7.244286,0.04854878
25.40968,21.93324,20.4982,19.59366,19.12429,0.5395895,GALAXY,2.439733,0.04585661
23.44741,21.80315,20.39009,19.38294,19.04064,0.5062887,GALAXY,3.026277,0.04396328
26.40816,22.42118,20.9956,19.81813,19.24516,0.6394324,GALAXY,2.184627,0.04555748
19.70269,19.23173,19.2891,19.1852,18.92357,2.218697,QSO,12.08696,0.04334198
21.63346,20.26911,20.0451,20.10401,20.1201,0.0004112606,STAR,8.145862,0.04477796
21.96772,21.48085,21.39639,21.28024,21.12516,2.162364,QSO,2.36345,0.04088408
22.6339,22.28525,20.97125,19.98955,19.55724,0.5411994,GALAXY,2.296496,0.04298159
24.40953,21.92838,20.40816,19.45018,19.05148,0.5401322,GALAXY,4.143805,0.04377436
23.47334,19.74791,18.16764,17.63717,17.27428,0.2692692,GALAXY,10.66178,0.03804047
22.36979,21.529,20.42984,19.64354,19.24175,0.5423982,GALAXY,3.098699,0.0417145
24.52982,20.9744,19.4265,18.60159,18.18487,0.484916,GALAXY,4.24531,0.03991619
25.31429,21.92582,20.41607,19.28158,18.93301,0.5706404,GALAXY,2.306195,0.04107339
24.56459,21.95643,21.62675,19.97989,21.30295,3.608321e-05,STAR,3.109194,0.03708559
20.85544,20.23226,20.06692,19.90277,19.66427,0.780835,QSO,7.048831,0.03737241
22.36107,21.18833,19.93735,19.21058,19.02018,0.413571,GALAXY,4.413184,0.03813675
22.32637,21.78465,21.82937,21.6421,21.60606,2.174168,QSO,1.588654,0.0370271
24.14456,20.66562,19.00579,18.36808,18.03388,0.3363009,GALAXY,9.128634,0.03979217
24.81476,21.73986,20.20939,19.42773,19.00046,0.4485746,GALAXY,4.241722,0.03836142
22.91924,21.70596,20.29394,19.54673,19.20397,0.3328694,GALAXY,3.366169,0.03719794
22.45916,21.9935,22.05466,21.7562,21.42132,1.60842,QSO,1.364761,0.03712039
25.64132,22.17653,20.31271,19.17843,18.66864,0.6048595,GALAXY,2.23241,0.03783837
21.33015,20.89862,20.82327,20.8102,20.68382,0.6421772,QSO,2.516098,0.03722898
21.96321,21.51155,20.43915,19.51844,19.1965,0.6209471,GALAXY,2.248014,0.03738667
22.8483,21.78292,20.57776,19.81678,19.37972,0.5148187,GALAXY,3.361006,0.03779409
25.95485,21.79191,20.50165,19.75668,19.41582,0.3387475,GALAXY,4.477777,0.03658749
23.70862,22.37754,20.52151,19.45969,18.93374,0.6237208,GALAXY,2.872906,0.03788326
26.87424,21.75002,20.0841,18.9162,18.28275,0.6227685,GALAXY,2.663616,0.03812268
25.54362,23.0826,21.45663,19.98155,19.53876,0.6644391,GALAXY,1.883226,0.03742139
26.21429,22.77708,20.51747,19.3309,18.88801,0.655579,GALAXY,2.045245,0.03965671
21.8688,20.99476,20.22505,19.66413,19.31124,0.5332726,QSO,4.748516,0.07025828
25.29181,21.65447,19.91955,19.25753,18.9775,0.3613852,GALAXY,4.280002,0.06918669
22.78658,20.79842,19.13252,18.22118,17.74908,0.486794,GALAXY,1.808439,0.07036487
