u,g,r,i,z,redshift,class,snr_r,extinction_r
25.35971,21.93943,20.20224,19.22338,18.76105,0.4737175,GALAXY,4.159954,0.05758881
26.78025,22.58142,21.13023,20.08282,19.53021,0.5335852,GALAXY,2.174135,0.05597362
24.02282,21.98613,20.30511,19.38776,18.82417,0.5222397,GALAXY,3.183976,0.05892178
25.31671,22.44946,21.02779,20.03966,19.40892,0.5778939,GALAXY,2.377056,0.05874817
21.07439,20.17428,20.10431,20.08631,19.88295,2.825734e-06,STAR,7.78305,0.05789131
25.60119,22.78163,20.86668,19.67029,19.01095,0.6408338,GALAXY,2.217457,0.06792588
23.2989,21.46684,20.45885,19.79992,19.65343,1.558555,QSO,5.455078,0.06777445
26.08806,20.85934,19.10387,18.52364,18.07201,0.3714596,GALAXY,8.338802,0.06670401
23.47002,21.08315,19.24481,18.54218,18.11523,0.4347991,GALAXY,5.830613,0.06751763
24.64403,21.88894,20.29382,19.26074,18.78037,0.5444926,GALAXY,4.709014,0.06933778
22.21647,20.88132,19.15787,18.4394,18.00858,0.3995703,GALAXY,7.555224,0.06979258
26.50126,22.60649,20.92604,19.85815,19.4169,0.5439458,GALAXY,3.22679,0.07348108
22.74542,23.04376,21.2788,20.2407,19.94733,0.5152554,GALAXY,2.722806,0.06790996
21.62626,20.96469,21.07797,21.15061,20.42628,0.7954729,QSO,2.682984,0.06730711
21.81743,21.48145,20.16721,19.38722,18.94197,0.5174917,GALAXY,4.098612,0.07826247
24.38604,22.53721,21.00837,20.0709,19.81776,0.5439119,GALAXY,2.774997,0.08248572
23.76983,21.61957,19.99859,19.19122,18.65999,0.4396759,GALAXY,2.986428,0.08203803
27.16171,21.4016,19.62456,18.55511,18.09161,0.532806,GALAXY,3.164058,0.06328321
23.03791,22.7229,21.14996,19.98926,19.44863,0.7215682,GALAXY,1.890903,0.0882984
25.91243,22.01805,21.01359,19.5807,19.18701,0.7248796,GALAXY,1.459833,0.08181044
22.63198,23.6597,20.91921,19.69208,19.26978,0.6296256,GALAXY,1.643777,0.07800653
22.48446,21.37865,20.5258,19.46441,19.28682,0.6297714,GALAXY,1.399193,0.07730907
22.63954,21.46888,21.36011,21.38576,21.14304,2.495609,QSO,2.63277,0.07954628
26.8412,21.9967,20.6512,19.40967,19.11481,0.6310267,GALAXY,2.295197,0.07896196
21.43045,19.2901,17.90056,17.38494,16.96621,0.2025206,GALAXY,13.9722,0.07855594
24.56075,22.03638,20.16235,19.3215,18.9981,0.4317431,GALAXY,3.022041,0.07701579
22.76415,21.96319,22.16899,21.86888,21.58952,1.871232,QSO,1.027478,0.06485149
23.69002,22.35506,20.56685,19.53792,19.09173,0.5656617,GALAXY,2.259887,0.06831172
24.09081,22.73616,21.19602,20.11213,19.58197,0.6176871,GALAXY,1.576304,0.06472213
22.74333,21.89485,20.20874,19.34898,18.97659,0.4574455,GALAXY,3.075722,0.06584005
24.05821,21.35912,20.91526,20.43345,20.04289,0.0001888113,STAR,3.299988,0.05753732
20.84653,20.33339,19.51401,18.49885,19.02799,0.1901594,QSO,3.825597,0.04983002
23.05452,23.09521,21.19391,20.04988,19.62877,0.5638122,GALAXY,1.88606,0.04834734
18.61343,17.72155,17.40264,17.29499,17.26227,0.0002326025,STAR,33.16523,0.04978508
22.57161,21.95761,21.72967,21.95454,21.63695,2.371996,QSO,1.454165,0.04949666
19.77383,17.79072,16.84993,16.40234,16.06617,0.06929448,GALAXY,27.53045,0.05003786
19.12779,17.91009,17.45625,17.16745,17.00755,0.0978573,GALAXY,11.271,0.04900175
18.53474,18.53005,18.4373,18.51899,17.9257,0.3236855,QSO,13.9484,0.04408041
20.06645,18.03212,16.9682,16.42228,15.95784,0.1052046,GALAXY,20.04763,0.04653451
19.0141,17.66229,16.95625,16.59649,16.30745,0.06925067,GALAXY,14.22946,0.04725889
19.29188,18.24755,17.80062,17.49858,17.28687,0.07712848,GALAXY,10.51383,0.04410008
19.08701,18.88202,18.81818,18.91808,18.83359,0.8057231,QSO,10.19145,0.04244955
19.90782,18.49375,17.67505,17.147,16.85748,0.1451591,GALAXY,16.32913,0.05414844
22.34619,22.00068,21.0705,19.94728,20.34756,0.5014592,GALAXY,1.474702,0.05322053
21.11927,19.04325,17.7274,17.22867,16.90409,0.1869726,GALAXY,16.19562,0.05568532
19.15137,17.87138,17.32818,17.02214,16.80717,0.04175675,GALAXY,17.97364,0.05557329
21.69046,19.28477,17.80835,17.22517,16.88866,0.2718766,GALAXY,12.77761,0.05577267
20.88621,18.50653,17.27271,16.709,16.25447,0.1580697,GALAXY,14.92597,0.05536902
20.22636,18.21855,17.28461,16.90389,16.55907,0.1234223,GALAXY,16.79948,0.05411928
18.45092,17.18552,16.6771,16.36985,16.27108,0.05114662,GALAXY,14.00985,0.04881633
19.61989,17.88362,17.05335,16.66332,16.36762,0.05248992,GALAXY,22.76709,0.04858297
23.86613,20.96818,19.1968,18.53636,18.16017,0.2945974,GALAXY,7.73044,0.05391867
19.12167,17.69441,16.96839,16.57185,16.29745,0.1061162,GALAXY,18.31031,0.05009507
24.42609,21.9068,20.32015,19.53716,19.73354,5.242158e-05,STAR,3.142023,0.04632647
18.7194,17.28144,16.78368,16.5348,16.33562,0.04571276,GALAXY,17.05338,0.04668955
19.20351,18.14119,17.74518,17.43718,17.41963,0.07260595,GALAXY,14.2834,0.06851761
17.56738,16.36342,15.89514,15.67424,15.63421,0.01980527,GALAXY,9.159176,0.06369521
20.75881,18.77103,17.60311,17.13338,16.80335,0.1606595,GALAXY,16.60836,0.06676898
19.86741,18.39022,17.4126,16.94811,16.60682,0.1551211,GALAXY,16.85239,0.04915814
18.96212,17.00113,16.13594,15.72855,15.41648,0.05233858,GALAXY,36.74008,0.0504139
19.32209,17.98068,17.51597,17.18492,16.97638,0.07273245,GALAXY,13.82417,0.03775484
18.56297,17.26635,16.60645,16.23299,15.94577,0.09231484,GALAXY,28.85812,0.04103925
18.40462,16.64629,15.83499,15.42728,15.08161,0.06045033,GALAXY,34.92935,0.04227998
19.05079,18.85731,18.42341,18.00902,17.91781,0.1895299,QSO,16.15596,0.03431045
20.25644,18.1279,16.92886,16.471,16.13678,0.1702818,GALAXY,19.33308,0.03699537
20.7132,18.76086,17.51948,17.05001,16.66291,0.1780116,GALAXY,14.18687,0.04269939
19.22452,19.08264,18.97328,18.88551,18.62211,0.3991512,QSO,10.93475,0.0378819
19.9799,18.36852,17.27206,16.77945,16.42893,0.177734,GALAXY,15.61428,0.04102707
19.40213,17.73609,16.91389,16.51186,16.19825,0.06003866,GALAXY,21.6348,0.04065565
19.59322,17.95299,17.31768,16.88138,16.69844,0.08810093,GALAXY,17.15732,0.04108683
19.68357,18.24341,17.45762,16.9976,16.64947,0.06257494,GALAXY,9.458158,0.03700844
19.15629,18.1027,17.36858,16.97761,16.72812,0.1693245,GALAXY,17.32457,0.04053488
19.84426,18.10617,17.1825,16.79106,16.47802,0.07797503,GALAXY,25.06895,0.03923075
18.83889,17.20153,16.37354,15.98877,15.68962,0.08259372,GALAXY,17.10977,0.03282233
21.32737,20.45441,20.64334,20.57251,20.45417,2.406424,QSO,7.329625,0.01925714
25.51238,22.12409,20.4534,19.66296,19.04565,0.5800309,GALAXY,3.543034,0.0213608
23.21691,21.156,19.46383,18.61813,18.05358,0.4775511,GALAXY,6.163998,0.02067203
23.90399,22.51718,20.8592,19.85981,19.43217,0.4233618,GALAXY,2.973599,0.02370182
23.90332,22.25212,20.73734,19.75997,19.46988,0.5164819,GALAXY,2.726349,0.02471309
24.2381,21.83323,19.96643,19.12203,18.66193,0.4762688,GALAXY,4.940518,0.02330745
22.29666,19.7988,18.29387,17.70655,17.31015,0.2786106,GALAXY,10.16294,0.02435972
23.33559,20.03264,18.37633,17.80188,17.45345,0.3176928,GALAXY,13.37445,0.02384667
24.00833,20.75512,19.00494,18.39302,18.05401,0.3196159,GALAXY,12.12476,0.02367862
25.70472,21.60112,19.79893,18.98996,18.73222,0.4672788,GALAXY,3.765914,0.02177105
26.19669,21.67395,20.10468,19.08064,18.63427,0.5468591,GALAXY,4.581982,0.02406915
23.05881,21.30559,19.59124,18.856,18.43564,0.4328746,GALAXY,6.207408,0.02160929
19.03439,18.19836,17.81223,17.71421,17.71278,0.0001507838,STAR,32.39384,0.02227329
21.05486,19.30357,17.90188,17.35572,17.02458,0.2492249,GALAXY,12.19835,0.02241605
24.47504,22.70683,20.99236,19.72387,19.08292,0.7009441,GALAXY,2.492801,0.02283688
25.05233,22.99543,21.20979,19.77778,19.08804,0.7054692,GALAXY,2.201097,0.02491148
24.41613,22.35693,20.45682,19.45685,18.7712,0.5191909,GALAXY,3.250122,0.02417288
23.61352,21.69249,20.09927,19.30347,18.93244,0.4297437,GALAXY,5.09639,0.02327879
26.1703,21.65039,20.39262,19.50257,19.08084,0.5800006,GALAXY,3.253757,0.0208252
24.01093,22.25925,20.54735,19.6324,19.08611,0.4736068,GALAXY,4.165242,0.01994939
23.4016,22.01994,21.12328,20.08157,19.73786,0.6138676,GALAXY,2.363027,0.1105189
21.23774,19.5617,18.14742,17.58815,17.2339,0.2480258,GALAXY,14.38472,0.1126676
22.15023,21.07112,20.3383,20.0461,19.60318,0.2797361,GALAXY,5.302738,0.1201592
26.22731,21.89971,20.25196,19.3553,18.90524,0.5459297,GALAXY,4.060732,0.1147848
24.81729,22.65539,21.23384,20.19189,20.05791,0.4852643,GALAXY,2.524376,0.1129171
23.67229,22.2333,20.75451,19.78032,19.39664,0.4579271,GALAXY,2.680369,0.1136175
25.11084,22.75497,21.00687,19.86932,19.53531,0.6846321,GALAXY,2.133607,0.1184734
25.14536,21.88983,19.84315,19.10629,18.58809,0.4503392,GALAXY,3.892181,0.1180546
25.77766,22.14017,20.48104,19.68244,19.44475,0.4027905,GALAXY,4.408382,0.1085709
22.08414,21.56997,21.62194,21.4438,21.0209,2.281899,QSO,2.219819,0.09982491
23.13839,20.11436,18.51871,17.86865,17.38541,0.2390957,GALAXY,9.902634,0.1028107
22.08471,21.17781,20.99165,20.77683,20.43324,2.791378,QSO,3.284759,0.09952266
22.3886,22.17081,21.09191,20.0543,19.62486,0.5718356,GALAXY,1.972473,0.1115518
22.68788,22.2256,20.78354,19.69683,19.41689,0.5964074,GALAXY,2.307368,0.1114413
21.8822,21.79647,19.95206,19.05655,18.5396,0.5049269,GALAXY,4.078678,0.1074016
21.26458,19.73797,18.25546,17.71907,17.30027,0.2540298,GALAXY,12.77984,0.09982892
22.68232,20.73663,20.38233,20.32686,20.10849,3.001032,QSO,3.764773,0.0991399
26.30261,22.65899,20.95005,19.8517,19.23439,0.7206155,GALAXY,2.758524,0.1020267
24.4056,20.48884,18.75192,18.11638,17.74924,0.3874306,GALAXY,9.95734,0.100319
24.46357,20.90375,19.20044,18.54644,18.09416,0.3981057,GALAXY,6.418019,0.1025777
23.42543,21.10712,19.96728,19.48834,19.08676,0.0002693999,STAR,6.931646,0.0902494
25.59289,20.69495,18.92679,18.25629,17.72361,0.3769175,GALAXY,8.542714,0.08443213
21.79591,21.01588,19.94232,19.07831,18.52935,0.0001126856,STAR,5.284472,0.08708183
25.76599,22.28651,20.82773,20.04333,19.68743,0.4726229,GALAXY,2.649134,0.1011728
24.38746,22.80716,21.13348,20.05921,19.54043,0.5504439,GALAXY,2.736223,0.09168041
23.91533,23.8021,20.67099,19.67742,19.04061,0.5648527,GALAXY,2.557867,0.09625214
22.34849,19.98266,18.44095,17.88378,17.51112,0.2830528,GALAXY,14.97458,0.1001391
23.61423,22.17196,20.34303,19.50365,18.95192,0.4600252,GALAXY,4.341174,0.0946297
22.25648,21.06815,19.70273,18.89898,18.54036,0.606568,GALAXY,2.46382,0.1018839
21.58491,21.24114,21.12826,21.17194,20.78453,0.001025223,GALAXY,0.4923882,0.05768117
23.33239,23.02215,20.8103,20.50627,20.33666,0.008002056,GALAXY,6.056544,0.04768403
23.76198,21.61345,19.63418,18.88673,18.48657,0.4337923,GALAXY,4.98851,0.06020642
23.57854,22.6216,20.69056,19.7693,19.29497,0.5072701,GALAXY,2.739813,0.04103199
23.11325,21.76004,20.31781,19.55379,18.96217,0.4986607,GALAXY,3.844858,0.0892458
25.23424,22.96571,20.96572,20.00447,19.50382,0.5653673,GALAXY,2.551194,0.08530463
24.95475,22.30288,21.30087,19.85837,19.42144,0.5660907,GALAXY,1.785546,0.08636643
18.87141,17.90949,17.61444,17.49513,17.45983,0.0007051985,STAR,39.76549,0.08757231
21.96508,21.34252,20.66524,20.30211,20.06164,0.7214643,GALAXY,4.325231,0.08744895
22.05011,21.40722,21.38798,21.59235,21.79239,2.329205,QSO,1.394387,0.09290181
23.5519,22.3297,21.45604,20.18011,19.85686,0.7214072,GALAXY,2.436968,0.1032281
25.37938,21.56363,19.73098,18.82039,18.13816,0.3952673,GALAXY,5.059754,0.1032548
24.53306,20.70541,20.06294,19.98937,20.09322,3.280423,QSO,5.194277,0.1034701
21.76928,21.13054,21.04981,20.9272,20.47224,2.334596,QSO,2.865407,0.1039485
22.48842,21.62434,21.37047,21.30058,20.52822,2.170186,QSO,5.11284,0.1046456
24.18449,21.303,19.5477,18.78485,18.26173,0.4136229,GALAXY,5.194383,0.08250589
21.08604,19.40583,17.98317,17.43918,17.09875,0.1943179,GALAXY,14.79545,0.09670011
23.84262,21.68118,19.85979,19.06055,18.79815,0.4942638,GALAXY,5.453539,0.09372297
24.20159,21.83384,19.90177,19.08238,18.58288,0.3713222,GALAXY,4.097873,0.09971382
23.64799,20.81007,19.0442,18.39707,17.99808,0.3739032,GALAXY,8.22687,0.10063
23.99052,21.64081,19.75433,18.59635,18.23174,0.5680552,GALAXY,3.013499,0.09819532
19.83459,18.85728,18.54626,18.43167,18.41628,0.0008186616,STAR,23.02062,0.09898264
25.22258,22.25044,20.78793,19.37995,18.68291,0.686354,GALAXY,1.829035,0.09998962
22.69899,22.29602,20.44467,19.4359,18.94518,0.546051,GALAXY,2.777004,0.1016601
23.573,22.24734,20.56347,19.58472,18.87018,0.5462582,GALAXY,3.004674,0.1005215
22.56469,21.31589,19.48289,18.81384,18.23982,0.3750274,GALAXY,5.912806,0.09813435
21.97331,21.89752,20.22047,19.29848,18.66911,0.477601,GALAXY,3.076147,0.09899878
23.24982,22.26694,22.09928,21.36382,21.63724,1.030459,GALAXY,0.8678242,0.06492022
23.24031,21.91882,21.50291,21.02201,20.70768,0.7520627,GALAXY,1.214848,0.06428602
22.53323,22.39026,21.48002,21.12489,20.28262,0.9533172,GALAXY,0.7605859,0.06479705
23.84731,23.42883,22.68913,21.7665,21.24288,0.9510027,GALAXY,0.5350182,0.06509517
23.79835,22.84782,22.09371,20.73245,20.57767,0.7753109,GALAXY,0.7493836,0.05820118
21.54977,18.8445,17.45766,16.91746,16.5601,0.2451241,GALAXY,15.40975,0.07429212
19.63916,18.34158,17.75151,17.39154,17.17507,0.1143547,GALAXY,11.4811,0.0754246
18.57179,17.9243,18.06277,18.2975,18.24189,0.01932747,GALAXY,9.416335,0.07532454
20.91254,18.81644,17.53911,17.02792,16.67045,0.1885052,GALAXY,13.44669,0.06082939
20.0572,18.39997,17.28221,16.77046,16.40887,0.1869276,GALAXY,12.82652,0.05829479
18.13365,16.81294,16.35767,16.17686,16.02101,0.0373066,GALAXY,6.816495,0.07148152
21.23872,20.52089,19.72921,19.47672,19.07715,0.2705785,GALAXY,3.952009,0.06951069
22.77717,21.39917,19.57309,18.71881,18.12946,0.4866602,GALAXY,4.117524,0.07005795
19.05699,17.57561,16.63283,16.18417,15.84909,0.1216721,GALAXY,15.79407,0.06803953
24.27574,21.64786,19.75227,19.026,18.59627,0.4091004,GALAXY,3.286244,0.06506362
20.79078,18.78337,17.46502,16.96193,16.59472,0.1883668,GALAXY,15.17099,0.05108218
22.12605,19.32204,17.82991,17.27814,16.93619,0.2744083,GALAXY,13.304,0.05299394
20.85589,18.61383,17.43113,16.86926,16.54911,0.1478005,GALAXY,17.52136,0.09719075
20.57366,19.41663,19.43231,19.52261,19.54694,0.0006491651,STAR,5.709385,0.09686291
25.96975,23.25109,20.83222,19.64335,19.05487,0.5940568,GALAXY,1.119329,0.0530577
26.13454,23.52974,21.57493,20.33072,19.61801,0.5934571,GALAXY,0.6960348,0.05853311
21.8979,21.77943,21.96994,22.04059,21.55832,0.01458714,GALAXY,20.54164,0.04845824
23.10414,21.73769,20.14238,19.27247,18.86479,0.4692551,GALAXY,2.753855,0.02378878
24.44873,23.2643,22.23163,20.78141,19.63543,0.6389589,GALAXY,1.172964,0.03789598
24.3022,23.04609,21.54549,20.45328,19.40799,0.7580092,GALAXY,0.5492023,0.0554109
19.4538,18.40688,18.35164,18.29673,18.40527,4.894736e-05,STAR,25.19924,0.02529206
20.23199,18.78243,18.30614,18.14574,18.08417,0.000180898,STAR,26.24221,0.02404097
19.54938,17.12908,16.0459,15.57768,15.33133,0.0001015399,STAR,58.689,0.02745686
18.95465,18.81534,18.63759,18.68372,18.76348,1.131776,QSO,20.2005,0.02931261
26.18132,24.13785,21.67141,20.40712,19.62121,0.8127489,GALAXY,0.8644021,0.0356658
19.89843,18.76006,18.28842,18.11768,18.08382,7.012182e-05,STAR,26.30477,0.03679308
20.569,19.49653,19.20322,19.12439,19.19355,0.0001943582,STAR,13.97503,0.02555276
19.13033,19.09998,18.68753,18.5978,18.75941,1.189455,QSO,24.40004,0.02657932
19.24665,19.27092,18.94191,19.00433,19.23014,1.249779,QSO,16.40261,0.03093647
20.33658,19.08921,18.63086,18.44025,18.34722,8.321303e-06,STAR,19.42177,0.03182604
19.42993,18.42249,18.09937,18.0055,17.97491,0.0003066593,STAR,28.63273,0.02977489
19.36049,17.05849,16.07756,15.76171,15.60262,2.550317e-05,STAR,61.02974,0.02968677
20.33809,19.40779,19.05394,18.94058,18.93976,2.905852e-05,STAR,15.99063,0.02918355
19.51833,18.80829,18.01682,17.69342,17.30448,0.2794805,GALAXY,13.00136,0.04941437
18.10147,17.01557,16.592,16.36595,16.22187,0.02914002,GALAXY,17.46449,0.04408046
18.26058,17.05742,16.59964,16.35003,16.25803,0.04047457,GALAXY,15.36472,0.04018414
16.95079,15.07415,14.2462,13.83724,13.51595,0.03160721,GALAXY,43.69731,0.03915268
17.11189,16.53242,16.47211,16.3507,16.42998,0.03100007,GALAXY,19.4479,0.05310324
17.94667,16.95859,16.52693,16.27542,16.13111,0.02351826,GALAXY,11.95465,0.05486866
22.88918,19.95081,18.47198,17.86426,17.48104,0.2574828,GALAXY,11.18184,0.02286669
21.73869,21.05508,19.54818,18.79855,18.33014,0.4479837,GALAXY,4.150689,0.0238399
20.91359,20.42467,19.85006,19.69586,19.76069,1.204118,QSO,6.913882,0.05673794
21.23936,20.87512,20.64346,20.33181,20.43182,1.5255,QSO,4.729077,0.0541524
23.66214,24.92097,21.35953,20.27046,19.5474,0.9053919,GALAXY,0.600316,0.05191566
20.10073,18.7543,17.96866,17.58191,17.30426,0.1311754,GALAXY,8.696938,0.04922832
23.47848,21.48103,19.83417,19.19464,18.81274,0.3021549,GALAXY,5.126178,0.05882936
20.82302,19.71181,19.68297,19.71109,19.82966,0.0004214273,STAR,10.00172,0.1287205
19.92271,18.40397,17.7478,17.48391,17.32454,7.601884e-06,STAR,41.65237,0.1255392
18.35922,16.59817,15.81683,15.48119,15.2844,0.0001084856,STAR,80.34132,0.1415184
19.96236,18.7773,18.40642,18.29693,18.27969,8.363466e-06,STAR,27.67067,0.1387872
19.39636,17.66602,16.91891,16.61796,16.4653,0.0004841727,STAR,60.93187,0.137132
18.48145,17.03896,16.39648,16.14033,15.97677,0.0005327244,STAR,72.83928,0.1332811
19.7444,18.57298,18.08411,17.906,17.81739,0.000198897,STAR,32.98819,0.1376284
21.06884,18.18685,16.95283,16.50544,16.28308,5.527105e-05,STAR,62.55333,0.1366654
19.58196,18.31301,17.87558,17.54229,17.48416,0.1106832,GALAXY,7.079298,0.05006159
19.48433,18.25928,17.53952,17.11924,16.83107,0.1331524,GALAXY,10.80183,0.04881926
19.62799,19.3684,19.51357,19.39576,19.31042,0.03774478,GALAXY,10.9421,0.0528996
19.94594,19.0305,18.60622,18.3543,18.18952,0.04315197,GALAXY,10.09916,0.04738985
22.17394,21.2989,21.23339,21.34091,20.99247,2.387241,QSO,3.698379,0.03423178
24.18562,24.02318,21.86184,20.6633,19.95896,0.6824914,GALAXY,1.080057,0.0352121
21.34546,21.32416,21.46058,21.16361,21.75833,1.668024,QSO,2.815477,0.03690942
24.95429,23.01577,21.65951,20.38535,19.68435,0.7603029,GALAXY,1.045119,0.03810615
25.40896,22.75772,21.32066,20.29218,19.64064,0.5598692,GALAXY,2.128242,0.03450223
25.02789,23.67792,21.92514,20.67078,19.83965,0.755365,GALAXY,0.9898633,0.03594252
23.73175,22.46759,21.80262,21.67875,22.02844,1.804442,QSO,1.947227,0.03344493
22.22289,21.9636,21.95807,21.729,21.3326,2.67132,QSO,2.312967,0.03361144
19.98617,19.84347,19.78454,19.56865,19.70141,1.540284,QSO,9.773725,0.03510508
24.63463,21.10215,24.53222,19.88113,22.82688,9.238717e-05,STAR,10.89909,0.03377854
25.41,24.09555,22.50163,20.80996,19.85471,0.6795875,GALAXY,0.6322647,0.03487324
22.27689,21.8078,21.74955,21.49004,21.50784,0.6698589,QSO,1.537273,0.03673638
21.37326,21.23965,21.10168,21.11094,20.76266,2.102307,QSO,4.215732,0.03808387
22.2657,21.38279,19.58624,18.87399,18.55609,0.2446145,GALAXY,4.319766,0.03675738
24.92706,22.17825,20.4665,19.56523,19.3559,0.4837512,GALAXY,3.370374,0.03862957
23.22347,23.21542,20.99399,19.70708,19.1778,0.6843306,GALAXY,1.993224,0.0373538
22.80025,21.76575,21.82544,22.1906,21.51015,2.377171,QSO,2.625771,0.04073343
25.06459,21.03628,19.40179,18.49396,18.06835,0.4852338,GALAXY,3.750561,0.04234331
23.56059,21.93515,20.57558,19.77868,19.30034,0.5257496,GALAXY,2.723118,0.04219384
24.43281,21.48232,19.94662,19.06285,18.56629,0.4990863,GALAXY,3.976327,0.03769198
24.38611,22.44534,20.52952,19.52288,19.2031,0.5240989,GALAXY,2.63012,0.03600143
23.61566,22.49023,20.76293,19.75386,19.28799,0.4849942,GALAXY,2.41084,0.04146122
21.86206,22.45703,20.45506,19.33845,18.56446,0.6077718,GALAXY,1.585267,0.03737568
24.27224,22.30672,21.48972,20.30586,20.6431,0.4596334,GALAXY,1.681167,0.0390837
25.74891,21.7776,20.03041,18.96107,18.64103,0.6075513,GALAXY,1.162713,0.03986823
20.63534,20.39754,20.10749,20.09683,20.22105,1.152285,QSO,8.114206,0.0365154
23.44158,24.0261,22.04105,20.70425,19.92106,0.7472228,GALAXY,1.248377,0.03956734
24.55381,25.04119,22.25152,20.66539,19.84754,0.7815545,GALAXY,0.8817728,0.03690714
22.06218,21.69524,21.56623,21.35102,20.65648,1.178791,QSO,1.424489,0.0401877
21.94482,21.60986,21.43724,21.0929,21.24375,1.612594,QSO,3.901913,0.03804471
21.50772,21.58706,21.25966,21.13442,20.73431,1.3848,QSO,2.709016,0.03991348
23.49449,22.27538,20.43325,19.57104,19.15849,0.4844518,GALAXY,2.88027,0.04263648
21.53453,21.28082,20.39642,19.66408,19.23729,0.7532981,GALAXY,2.312366,0.04225988
17.84426,16.50744,15.99851,15.70933,15.47729,0.05260579,GALAXY,20.47659,0.04453258
24.7868,21.52146,20.03485,19.83415,19.72431,4.087591,QSO,6.244347,0.03866797
20.9634,20.56309,20.37826,20.30048,20.09374,0.8429708,QSO,4.471924,0.03820773
26.63047,22.51665,20.8753,19.71585,19.35843,0.5841886,GALAXY,1.906661,0.04208133
22.51043,21.52904,19.81385,19.03329,18.55801,0.4517269,GALAXY,3.567437,0.03830576
22.63082,21.15618,19.45924,18.72607,18.14361,0.4095733,GALAXY,4.141116,0.03693736
25.35925,22.43187,20.7455,19.57531,19.1862,0.6089861,GALAXY,1.569494,0.03741209
25.11573,22.16393,20.58545,19.67655,19.38288,0.5370782,GALAXY,3.189526,0.0358832
24.40982,21.67642,19.78079,18.92119,18.61654,0.4859915,GALAXY,3.401728,0.04371175
22.19416,19.76995,18.27544,17.68175,17.34592,0.2422713,GALAXY,11.48126,0.03866472
20.21935,18.47578,17.52312,17.06205,16.71834,0.1442815,GALAXY,16.94362,0.139249
18.44181,17.19344,16.88272,16.75534,16.70238,0.0009825807,STAR,43.84562,0.1031461
19.74652,17.94463,16.99875,16.61909,16.30634,0.1462941,GALAXY,22.97079,0.1453
19.79889,17.80585,16.84294,16.41469,16.05046,0.06034798,GALAXY,25.60769,0.1425604
19.93089,18.25824,17.29203,16.83516,16.50538,0.1457705,GALAXY,12.83389,0.1139836
23.30485,23.8701,21.36107,20.00849,19.37319,0.6535484,GALAXY,1.204158,0.08095378
22.74281,21.72795,21.73922,21.8236,21.86881,0.0005992048,STAR,1.409106,0.07948808
25.63364,22.889,21.11452,20.0335,19.46223,0.4624829,GALAXY,2.439755,0.088581
20.18835,18.02729,17.00141,16.56667,16.18377,0.1330812,GALAXY,17.05265,0.02736473
19.57013,17.54728,16.51819,16.06859,15.72613,0.133147,GALAXY,24.46552,0.02443606
20.24457,18.2052,17.18925,16.75444,16.39455,0.110277,GALAXY,17.43556,0.02360784
17.04128,16.02058,15.69369,15.57405,15.36652,0.007116156,GALAXY,6.05958,0.02629668
20.48569,18.7377,17.74634,17.34534,16.93662,0.1291671,GALAXY,17.06107,0.03040661
19.80358,17.82343,16.79028,16.36826,16.0108,0.1298313,GALAXY,21.71881,0.03097842
21.78886,20.17054,18.43979,17.80881,17.42105,0.3747283,GALAXY,6.030981,0.0256425
22.38993,19.28849,17.67533,17.08888,16.70053,0.3092235,GALAXY,11.95528,0.02536966
19.67829,17.8851,17.00287,16.59133,16.24841,0.09028833,GALAXY,22.96344,0.02563964
21.40962,21.46264,21.50963,21.19707,20.72899,1.634294,QSO,3.509976,0.0216913
21.85457,21.22717,20.86834,20.89909,20.5293,1.070879,QSO,1.482732,0.01621958
22.67488,23.20148,21.50852,20.35211,20.09467,0.6824347,GALAXY,1.319608,0.01968025
25.16765,22.6175,21.30008,20.76567,20.56742,0.0002038861,STAR,2.324495,0.02013731
21.89162,21.54892,21.20848,21.04928,20.66538,1.215695,QSO,3.485802,0.02354791
21.08158,21.04667,20.80639,20.57969,20.35065,1.703454,QSO,3.519387,0.02144496
25.51749,21.12165,19.35312,18.72862,18.25324,0.3683158,GALAXY,5.683139,0.04336241
23.81808,21.29015,19.74659,18.88086,18.45037,0.497729,GALAXY,3.058089,0.04170023
18.76344,18.06919,17.9762,17.94866,17.74878,2.64018,QSO,23.89925,0.04686978
25.15544,23.04269,21.2592,19.95009,19.27897,0.6207053,GALAXY,1.54194,0.04754216
23.93426,22.33208,19.89434,18.97556,18.48565,0.4725061,GALAXY,3.928476,0.05063667
24.13753,21.96748,20.56954,19.65359,19.20929,0.4729308,GALAXY,3.271776,0.05268828
22.1878,20.24694,18.56993,18.01218,17.64194,0.296715,GALAXY,8.855939,0.0514945
24.51658,22.88778,21.01965,19.7588,19.50128,0.6826703,GALAXY,1.637793,0.05856732
19.97569,19.49989,19.45044,19.32161,19.11895,0.7931,QSO,10.19192,0.05613982
22.54014,21.29876,19.57277,18.77927,18.18969,0.501897,GALAXY,3.052605,0.05683505
26.12079,22.06688,20.30539,19.21083,18.67722,0.6598575,GALAXY,2.109689,0.05289634
24.06321,22.04348,20.91543,19.90749,19.58084,0.5282622,GALAXY,1.487213,0.05281195
26.49833,22.14772,20.43376,19.65589,19.13887,0.4855208,GALAXY,2.771627,0.03996237
22.41456,23.17922,21.06036,19.83092,19.41565,0.6821034,GALAXY,1.487656,0.04608982
23.09488,22.41994,20.36865,19.35629,18.91764,0.5943737,GALAXY,2.328081,0.04080018
